,Sentence,Aspect Terms,Sentiment
678,Attention ! Earthquake is here ! Freedom fries's Bruce Driscoll and Marie Seyrat shake shake shake it ! Director of ... http://t.co/ZUhjGUiG,Bruce Driscoll,NEUTRAL
679,Attention ! Earthquake is here ! Freedom fries's Bruce Driscoll and Marie Seyrat shake shake shake it ! Director of ... http://t.co/ZUhjGUiG,Marie Seyrat,POSITIVE
680,"If you want to be heard , speak up . If you want to be seen , stand up . If you want to be appreciated , just shut up -- Anon",Anon,NEUTRAL
681,"Sports New s: Azarenka fails to meet media , fined $ 4K ( AP ) http://www.sportingtimes.org/4674/azarenka-fails-to-meet-media-fined-4k-ap/",Azarenka,NEGATIVE
682,"Sports New s: Azarenka fails to meet media , fined $ 4K ( AP ) http://www.sportingtimes.org/4674/azarenka-fails-to-meet-media-fined-4k-ap/",AP,NEUTRAL
683,WEDNESDAYS = MODEL NIGHTS @GrupoHookah + TURN IT ON BY NEOFREAK @AM_Local @neofreakoficial @garyneder @coolyflys @pbritos @federosenzweig,NEOFREAK,NEUTRAL
684,VIA Rail train from Niagara Falls to Toronto derails in Burlington ; three dead according to reports .,VIA,NEUTRAL
685,Nothing lasts forever . Not even your troubles.- Arnold H Glasgow,Arnold H Glasgow,NEUTRAL
686,Sheikh Ahmad Hmoud Al-Sabah of Kuwait is invited to the royal wedding of william and Kate ... guest list http://bit.ly/hcodNu,Sheikh Ahmad Hmoud Al-Sabah,NEUTRAL
687,Sheikh Ahmad Hmoud Al-Sabah of Kuwait is invited to the royal wedding of william and Kate ... guest list http://bit.ly/hcodNu,william,NEUTRAL
688,Sheikh Ahmad Hmoud Al-Sabah of Kuwait is invited to the royal wedding of william and Kate ... guest list http://bit.ly/hcodNu,Kate,NEUTRAL
689,"@13elieveSG Hi SUJU SG fans , Im wondering if anyone has merchandise of Donghae to borrow me as I might need them for a show on Channel U ! : (",SUJU SG,NEUTRAL
690,"@13elieveSG Hi SUJU SG fans , Im wondering if anyone has merchandise of Donghae to borrow me as I might need them for a show on Channel U ! : (",Donghae,POSITIVE
691,Grimaldi & Associates - International Consulting Services at your service in 2012 !,Grimaldi & Associates - International Consulting Services,POSITIVE
692,Selling fast on @GoogleOffers : Up to 57 % off dinner for two at LOKal http://t.co/JARptbdk,LOKal,NEUTRAL
693,"I liked a @YouTube video http://t.co/MKGWjcgo Joe Jonas dancing during Beautiful People , Best Buy",@YouTube,NEUTRAL
694,"I liked a @YouTube video http://t.co/MKGWjcgo Joe Jonas dancing during Beautiful People , Best Buy",Joe Jonas,POSITIVE
695,"I liked a @YouTube video http://t.co/MKGWjcgo Joe Jonas dancing during Beautiful People , Best Buy",Best Buy,POSITIVE
696,Our trusty mechanic Mo working hard on a tired out car http://t.co/HoKdShU http://t.co/j2pCvNj,Mo,POSITIVE
697,"To be perfectly happy it does not suffice to possess happiness , it is necessary to have deserved it . Victor Hugo",Victor Hugo,NEUTRAL
698,Ghazals by Jagjit Singh will be as fresh as ever . Listen to The Ghazhal Maestro ... http://t.co/rIdUDhHs,Jagjit Singh,POSITIVE
699,NBA 2010-2011 Finals Champions MIAMI HEAT ...... Cant wait !!!,NBA,NEUTRAL
700,NBA 2010-2011 Finals Champions MIAMI HEAT ...... Cant wait !!!,MIAMI HEAT,POSITIVE
701,@DaddyBird Haha ! You have to see some of the 'classic' horror flicks - ones that the Ramsay brothers made . =,Ramsay brothers,POSITIVE
702,Scoring is a trying time for Munster : Barry CoughlanTHERE are two ways of looking at Munster â s progress to the ... http://t.co/bTo1I1Rh,Barry CoughlanTHERE,NEUTRAL
703,'Vision is when your hands do what your eyes want to see ... ' Senge,Senge,NEUTRAL
704,"Yelp's Updated iPhone App Invokes Rick Perry Flub - When discussing bug fixes in the new version of Yelp for iPhone , ... http://t.co/cMuec18w",Yelp's,NEUTRAL
705,"Yelp's Updated iPhone App Invokes Rick Perry Flub - When discussing bug fixes in the new version of Yelp for iPhone , ... http://t.co/cMuec18w",Rick Perry,NEUTRAL
706,David Wood shares the TRUE STORY of how his life transformed through the power of internet marketing ... promo http://tinyurl.com/2a5jhpc,David Wood,POSITIVE
707,Another great item from straightsilverinc on eBay http://www.froo.co/2eQZryF00s,straightsilverinc,POSITIVE
708,Another great item from straightsilverinc on eBay http://www.froo.co/2eQZryF00s,eBay,NEUTRAL
709,Depeche Mode founders Vince Clarke and Martin Gore announce new album details | News | http://t.co/DFA1fW08 http://t.co/1zCxqVI7,Depeche Mode,NEUTRAL
710,Depeche Mode founders Vince Clarke and Martin Gore announce new album details | News | http://t.co/DFA1fW08 http://t.co/1zCxqVI7,Vince Clarke,NEUTRAL
711,Depeche Mode founders Vince Clarke and Martin Gore announce new album details | News | http://t.co/DFA1fW08 http://t.co/1zCxqVI7,Martin Gore,NEUTRAL
712,Twitter Help Center | Video : How To Change Your Profile Picture or Information http://t.co/px305TGG via @support,Twitter,NEUTRAL
713,"@JeanelyHunt Hi , it's Jeff . I get orders ready then we deliver the product . Nice to meet u",Jeff,NEUTRAL
714,New post : Video Marketing Tips - 3 Ways to Use YouTube Traffic to Achieve Hyper Profit Growth http://bit.ly/9eZNE8,YouTube,NEUTRAL
715,Womens Footwear in Mid-Season Sale from Lands End UK http://t.co/rd01QuCj,Lands End UK,NEUTRAL
716,"""Be who you are and say what you feel because those who mind don't matter and those who matter don't mind."" - Dr Seuss",Dr Seuss,NEUTRAL
717,Want a Free $ 500 Bloomingdales Gift Card ? Here's how . http://www.freestuffplaza.com/freebies/product-samples/bloomingdales-gift-card/,Bloomingdales,NEUTRAL
718,PayPal Adds Facebook Payments App - American Banker Article http://t.co/wm3g2Gpa,PayPal,NEUTRAL
719,PayPal Adds Facebook Payments App - American Banker Article http://t.co/wm3g2Gpa,Facebook,NEUTRAL
720,PayPal Adds Facebook Payments App - American Banker Article http://t.co/wm3g2Gpa,American Banker,NEUTRAL
721,sponsor http://t.co/FyTEHN4G Enjoy Sizzling Steak with the Family-T.G.I . FRiDAYS entrees at home - with Friday's new frozen Entres !,FRiDAYS,POSITIVE
722,sponsor http://t.co/FyTEHN4G Enjoy Sizzling Steak with the Family-T.G.I . FRiDAYS entrees at home - with Friday's new frozen Entres !,Friday's,POSITIVE
723,Unfolded Magazine : Wire Table Light by Chris Oswin at ... : NYC Designer Carrie Parry wins The Green Fashion Comp ... http://t.co/19E6GACJ,Chris Oswin,NEUTRAL
724,Unfolded Magazine : Wire Table Light by Chris Oswin at ... : NYC Designer Carrie Parry wins The Green Fashion Comp ... http://t.co/19E6GACJ,Carrie Parry,POSITIVE
725,Unfolded Magazine : Wire Table Light by Chris Oswin at ... : NYC Designer Carrie Parry wins The Green Fashion Comp ... http://t.co/19E6GACJ,The Green Fashion Comp,NEUTRAL
726,"Pentagon budget to cut military , cancel programs",Pentagon,NEUTRAL
727,"I posted 216 photos on Facebook in the album ""Tallahassee Car Museum"" http://t.co/AvOpsjIf",Facebook,NEUTRAL
728,#Africa APR Women Volleyball Team Departs for Mauritius ... http://tinyurl.com/2g7a3bv,APR Women Volleyball Team,NEUTRAL
729,U.S . hikers in Iran to see 2011 trial - A trial for two American hikers held in Iran has been postponed until Februa ... http://ow.ly/1a5OVd,American hikers,NEUTRAL
730,"nice one ah chai . my sentiments exactly . RT @xiejm : But if u're confident being yourself , why are you even afraid of being judged ?",ah chai,POSITIVE
731,Eva Longoria playing cheerleader without the pom poms whilst watching her husbands team .,Eva Longoria,NEUTRAL
732,"Transformation Center Worship ""When I consider"" http://bit.ly/m8wdA4",Transformation Center,NEUTRAL
733,Australian prime minister survives pivotal vote : Lawmakers in Australia's Labor Party vote to back Prime Ministe ... http://t.co/4zwhUmIm,Australian prime minister,POSITIVE
734,Australian prime minister survives pivotal vote : Lawmakers in Australia's Labor Party vote to back Prime Ministe ... http://t.co/4zwhUmIm,Australia's Labor Party,NEUTRAL
735,Freemans - Up to 60 % off sale on #shoes #boots #trousers #tops and much more . Grab a bargain here at .. http://t.co/O26G5f64,Freemans,NEUTRAL
736,i've just got my google plus account :D http://t.co/kafOKPF,google,POSITIVE
737,hye i made a new account on the twitter i do not familiar with twiiter website can anybody help me out how to use this website ?? thanks,twitter,NEUTRAL
738,hye i made a new account on the twitter i do not familiar with twiiter website can anybody help me out how to use this website ?? thanks,twiiter,NEUTRAL
739,Check out Glee performing The Wanted's Glad You Came | Sugarscape | http://t.co/33da2GbQ ( via @alexiacarv ),Glee,POSITIVE
740,Check out Glee performing The Wanted's Glad You Came | Sugarscape | http://t.co/33da2GbQ ( via @alexiacarv ),Sugarscape,NEUTRAL
741,I posted a new photo to Facebook http://t.co/fb4Lj3hG,Facebook,NEUTRAL
742,"Life is so constructed that an event does not , cannot , will not , match the expectation . - Charlotte Bronte",Charlotte Bronte,NEUTRAL
743,"@zeeisonfire yes it's super scary . Sometimes when I come to think about it , I can't sleep and I feel like I'm not gonna see tmr .",@zeeisonfire,NEGATIVE
744,Food For Thought - UB40 #nowplaying http://t.co/xkEbGrzK vÃÂ­a @grooveshark,UB40,NEUTRAL
745,I favorited a YouTube video -- Vaddukoddai Resolution http://youtu.be/az4-qISdzmY?a,YouTube,POSITIVE
746,I favorited a YouTube video -- Vaddukoddai Resolution http://youtu.be/az4-qISdzmY?a,Vaddukoddai,NEUTRAL
747,http://t.co/qgznq4f4 President Obama â s Agriculture Department today announced that it will impose a new 15-cent charge on all fresh ...,President Obama,NEUTRAL
748,http://t.co/qgznq4f4 President Obama â s Agriculture Department today announced that it will impose a new 15-cent charge on all fresh ...,Agriculture Department,NEGATIVE
749,Cheap 2007 GMC Acadia 2WD Gasoline For Sale ...... =,GMC,NEUTRAL
750,#Win a #free month of #premium service from #Gay Live Network Enter the New Year's Eve pic contest at http://on.fb.me/fjrN66,#Gay Live Network,POSITIVE
751,"Enjoyed Public Parts by @jeffjarvis . Wonderful description of implications , benefits , and principles of publicness . Highly recommended .",@jeffjarvis,POSITIVE
752,Check out the great deals we have on some of our most popular Mazda vehicles ! Call ( 888 ) 366-2127 for a test ... http://t.co/LJKuNoHt,Mazda,POSITIVE
753,RE : @dcrothers Ugh . It's like early Nazi Germany . http://t.co/h8mn6Syv,Nazi,NEGATIVE
754,NYSE : $ HCA double bottomed and looking to finally bounce ? What caused the panic ?? some funds dumping ?,NYSE,NEUTRAL
755,Its now time for fajr salaat uk @ 3.45am,fajr salaat,NEUTRAL
756,"3 decades of going green|About 30 years ago , when A.J . Patrick was building his home in the Fallen Timbers .. http://oohja.com/xigK1",A.J . Patrick,NEUTRAL
757,"Facebook ended 2011 with 432 million mobile user s: By Emil Protalinski | March 8 , 2012 , 10 : 39pm PST Summary : Fac ... http://t.co/7yaDfWIz",Facebook,NEUTRAL
758,"Facebook ended 2011 with 432 million mobile user s: By Emil Protalinski | March 8 , 2012 , 10 : 39pm PST Summary : Fac ... http://t.co/7yaDfWIz",Emil Protalinski,NEUTRAL
759,Top quality Motorbike Leather Jackets cowhide leather 1.3 mm . thickness are available at Cobija Industries- Sialkot . http://bit.ly/aauF7N,Cobija Industries-,POSITIVE
760,""" War on the World "" ....... How does warfare affect the 'environment ' ? -Slate http://t.co/dSpGc8O5 #War #Environment http://t.co/Xiii2h0c",-Slate,NEUTRAL
761,"Justin Bieber Bought New $ 10 Million Huge Mansion In Cali Other Day , New Photo - OnTheFlix : Justin Bieber bought .. http://t.co/RrWgMn4R",Justin Bieber,POSITIVE
762,"Justin Bieber Bought New $ 10 Million Huge Mansion In Cali Other Day , New Photo - OnTheFlix : Justin Bieber bought .. http://t.co/RrWgMn4R",Justin Bieber,NEUTRAL
763,Tonight @brunomars will be singing in my dreams XD,@brunomars,POSITIVE
764,""" @ ESPN_MLB : Video : Kurkjian thinks Sox will hold on - http://t.co/gLbDBzIr""/ what about the braves ?",ESPN_MLB,NEUTRAL
765,""" @ ESPN_MLB : Video : Kurkjian thinks Sox will hold on - http://t.co/gLbDBzIr""/ what about the braves ?",Kurkjian,NEUTRAL
766,""" @ ESPN_MLB : Video : Kurkjian thinks Sox will hold on - http://t.co/gLbDBzIr""/ what about the braves ?",Sox,POSITIVE
767,""" @ ESPN_MLB : Video : Kurkjian thinks Sox will hold on - http://t.co/gLbDBzIr""/ what about the braves ?",braves,NEUTRAL
768,Stop Internet # Censorship ! Sign the global petition @Avaaz urging the US Congress to reject the #Blacklist Bill #SOPA http://t.co/PuLKVcvV,US Congress,NEUTRAL
769,"Remember , today is the tomorrow you worried about yesterday . -Dale Carnegie",-Dale Carnegie,NEUTRAL
770,We're on YouTube ! Help us grow by Subscribing to our channel ! http://t.co/mFybCQqm,YouTube,POSITIVE
771,@Stefsunyanzi Paul the octopus defeated Netherlands ...... Sigh .......,@Stefsunyanzi Paul,NEUTRAL
772,"""Nobody Canna Cross It"" Twanging ( Refix Video ) - Dj Powa http://t.co/b1MtC5Aw",Dj Powa,NEUTRAL
773,Taylor Swift wears stripy bikini on the beaches of Australia http://t.co/Wj5vf6Mr,Taylor Swift,NEUTRAL
774,â @ fakeVJC : It official . Chan poh meng is gay . Just look at the year book ! He's wearing a dress . â Bad idea to tweet something like that ?,Chan poh meng,NEGATIVE
775,BBC News - On board stricken cargo ship off NZ coast http://t.co/Z1IOxvPF,BBC News,NEUTRAL
776,Catch @DanPrimack on PBS @NewsHour in the 6pm ET hour tonight talking @MittRomney and Bain .,PBS,NEUTRAL
777,Catch @DanPrimack on PBS @NewsHour in the 6pm ET hour tonight talking @MittRomney and Bain .,@MittRomney,NEUTRAL
778,Catch @DanPrimack on PBS @NewsHour in the 6pm ET hour tonight talking @MittRomney and Bain .,Bain,NEUTRAL
779,"Trying out my new kindle fire.Now , what books should I start reading ? I already begin with the biography of Steve Jobs , any other suggestion ?",Steve Jobs,POSITIVE
780,I'd put my money on the sun and solar energy ... I hope we don't have to wait 'til oil and coal run out before we tackle that . Thomas Edison,Thomas Edison,POSITIVE
781,played the song 'The Freestyle' by Lil Wayne on @myspace http://t.co/Fm0vKPJ,Lil Wayne,NEUTRAL
782,@joashweecikai that sounds familiar . Haha . More info if you google it .,google,POSITIVE
783,"Midas instead of explaining about World bank report is now on the senate ""lawyering"" for thief justice @KakanTuring #CJontrial @ANCALERTS",senate,NEUTRAL
784,"Best Budget Hotels in Gurgaon , Sector 15 http://t.co/9Z9RNh4w",Best Budget Hotels,NEUTRAL
785,#usa Key al Qaeda operative killed in U.S . drone strike in Pakistan ... tinyurl.com/3cx67lt,al Qaeda,NEUTRAL
786,@glamorousMo0n y r u tired ? U slp early yst ma ..,@glamorousMo0n,NEUTRAL
787,Twitpic - Share photos and videos on Twitter : http://t.co/ImQ2N8bQ via @AddThis,Twitter,NEUTRAL
788,@JonMurphy_PES Is the second time that I loose on the final/eliminatory of D5 Competition and the money of the Bonus never comesPlease Why,@JonMurphy_PES,NEUTRAL
789,"Samsung GALAXY Note is a new type of smartphone , borne of consumer insight and innovation . Find out more :",Samsung,POSITIVE
790,Caesar Galea is Quakers Fire seventh victim !,Caesar Galea,NEUTRAL
791,Behind The scene at Nokia â s London Design Studio for the Creation of Lumia 800 http://t.co/v4fW7FCB,Nokia,NEUTRAL
792,See who's been stalking your twitter ! http://t.co/3cMuboLu,twitter,NEUTRAL
793,s listening to kpop @ Big B Radio ..,Big B Radio,NEUTRAL
794,"I was on the Evi Beta , very promising app . Not cool Apple ! http://t.co/VZQ83Zi4",Apple,NEGATIVE
795,@eliasrios Brand New Man Utd Babywear now available : http://t.co/OhoIYzjj,Brand New Man Utd,NEUTRAL
796,Sheremetyevo + Aeroflot : shitty service forever . Some things just stay as they are .,Sheremetyevo,NEGATIVE
797,Sheremetyevo + Aeroflot : shitty service forever . Some things just stay as they are .,Aeroflot,NEGATIVE
798,"I just finished a 4 , 00km run with a pace of 9'15""/km with my Nike+ GPS app .",Nike+,NEUTRAL
799,Charles M . Schulz~ I have a new philosophy . I'm only going to dread one day at a time .,Charles M . Schulz~,NEUTRAL
800,"Do NOT Pay for White Teeth !! Learn the trick discovered by a mom to turn yellow teeth white , under $ 10 . promo -http://tinyurl.com/ygszbp8",mom,NEUTRAL
801,@TommyWee Russell brand should have met Sally http://t.co/ag09123C,Russell brand,NEGATIVE
802,@TommyWee Russell brand should have met Sally http://t.co/ag09123C,Sally,NEUTRAL
803,"Dave Barry : ""You can only be young once . But you can always be immature."" http://t.co/N803ko5N",Dave Barry,NEUTRAL
804,Turkish military offers condolences to families of airstrike victims http://t.co/OQjCeMaJ via @todayszamancom,Turkish military,POSITIVE
805,scarlet want to share picture from PicMix http://t.co/5QAEgwym #mypicmix,scarlet,NEUTRAL
806,"Rates on FHA Loans Still Close to Record Low s: If this situation describes you , you still may be able to secure ... http://t.co/j4Nl317B",FHA,NEUTRAL
807,I posted a new photo to Facebook http://t.co/Z4Rkrns,Facebook,NEUTRAL
808,http://t.co/BnkHxRA4 . antique coins Glenn Becks Favorite Gold Company Forced to Refund $ 4.5 Million to Customers,Glenn Becks,NEUTRAL
